0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,SettlementValue,Cluster
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,0.6174611928752138,-0.8977978427162633,1.3844796574501372,0.9900495037128094,1.0234754747926536,15.0,4.0,0.0,1.0,0.0,4.0,5.0,1.0,520.0,2
-0.043034225366945504,0.0,-0.16057394027408617,0.07496914927540924,-0.022134733810565067,-0.13457995794082264,1.2513839490829164,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-1.0837875542617321,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,-0.9742149360937071,-0.2154579409823828,-0.440048714572494,0.9900495037128094,1.0234754747926536,15.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,870.0,2
-0.043034225366945504,0.0,-0.16057394027408617,1.238622035614205,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.3865807885487379,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,-1.7580802278336953,1.009935588345553,-0.08995041999986217,-0.2154579409823828,1.3844796574501372,0.9900495037128094,-0.9770629825815714,11.0,6.0,2.0,1.0,2.0,1.0,5.0,0.0,2140.0,3
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,-0.7973620328749381,0.7511902531406146,-1.3523129005838097,0.9900495037128094,1.0234754747926536,17.0,3.0,0.0,2.0,0.0,4.0,2.0,0.0,520.0,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-1.0837875542617321,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,-1.0165935897520337,-0.08995041999986217,1.6609767887857885,-1.3523129005838097,0.9900495037128094,1.0234754747926536,15.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,260.0,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,0.08690248321890681,0.35315864379585094,-1.3523129005838097,0.9900495037128094,-0.9770629825815714,15.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,520.0,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.08751349620853338,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,2.2554224972287393,3.6735757780267445e-17,1.2286755183771354,-0.26211181660543803,0.5826697972771251,1.009935588345553,-0.7973620328749381,1.3198068379188483,-1.3523129005838097,-1.0100505037878156,-0.9770629825815714,15.0,5.0,2.0,1.0,2.0,0.0,5.0,0.0,1015.2,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.3865807885487379,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,0.03802702423997686,-0.26211181660543803,-1.7580802278336953,1.009935588345553,-0.08995041999986217,1.6041151303079653,1.3844796574501372,-1.0100505037878156,1.0234754747926536,11.0,7.0,2.0,0.0,2.0,4.0,0.0,0.0,1032.0,3
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,1.0993878948784934,0.9796805861431288,-0.26211181660543803,0.5826697972771251,-1.0165935897520337,0.6174611928752138,-1.466414427494497,1.3844796574501372,0.9900495037128094,1.0234754747926536,15.0,5.0,0.0,1.0,1.0,5.0,2.0,0.0,808.2,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-1.0837875542617321,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,0.4137830128840231,-0.26211181660543803,0.5826697972771251,1.009935588345553,1.6785786121878277,0.5806052777071444,1.3844796574501372,0.9900495037128094,1.0234754747926536,15.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,500.0,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-1.8322048178351257e-17,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,6.698370720613466,3.6735757780267445e-17,0.9796805861431288,-0.26211181660543803,0.5826697972771251,1.009935588345553,0.0,1.5472534718301418,-1.3523129005838097,-1.0100505037878156,-0.9770629825815714,10.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,836.5,3
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.4880348636402486,1.7908837930859032,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.007244781620751603,3.9001897905932537,-1.7580802278336953,-1.0165935897520337,-0.6205091296561691,-0.15859628250455943,-0.440048714572494,0.9900495037128094,1.0234754747926536,15.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,644.75,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.3865807885487379,3.1857076466382015,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,1.8488992586691153,3.9001897905932537,-1.7580802278336953,-1.0165935897520337,-1.504773645750014,0.12571200988455744,0.47221547143882164,0.9900495037128094,-0.9770629825815714,15.0,6.0,0.0,1.0,0.0,5.0,5.0,0.0,1167.0,1
-0.043034225366945504,0.0,-0.16057394027408617,1.4475506220250345,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,1.8583583227971359,1.3133337953366975,-0.26211181660543803,0.5826697972771251,1.009935588345553,-0.6205091296561691,1.6609767887857885,0.47221547143882164,-1.0100505037878156,-0.9770629825815714,15.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1144.5,2
-0.043034225366945504,0.0,-0.16057394027408617,0.4055523556216581,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.5260122693324893,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,1.1480199025315208,1.433530154874495,0.47221547143882164,-1.0100505037878156,-0.9770629825815714,15.0,8.0,3.0,2.0,2.0,4.0,0.0,0.0,1665.0,1
-0.043034225366945504,0.0,-0.16057394027408617,0.07496914927540924,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.5260122693324893,-0.21038521418478523,-0.055471529189625925,2.1165803652479664,-0.24070158002962713,1.5455781594022346,-0.26211181660543803,0.5826697972771251,1.009935588345553,0.44060828965644483,-1.636999402927967,-0.440048714572494,0.9900495037128094,1.0234754747926536,11.0,8.0,2.0,0.0,2.0,5.0,0.0,2.0,1969.4,3
-0.043034225366945504,0.0,-0.16057394027408617,0.7758055467294568,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,-0.42465691782945253,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.12902745712061706,-0.8311916482860096,-0.26211181660543803,0.5826697972771251,1.009935588345553,-0.26680332321863115,-1.466414427494497,1.3844796574501372,0.9900495037128094,-0.9770629825815714,15.0,4.0,3.0,1.0,0.0,1.0,4.0,1.0,1425.4,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,0.31151767635051636,-0.14091331670132043,-0.0799789635518142,0.09494968743395837,-0.031737739542631246,-0.03430782666040282,-0.4880348636402486,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.8311916482860096,-0.26211181660543803,-1.7580802278336953,1.009935588345553,0.44060828965644483,0.9217752285740847,0.47221547143882164,0.9900495037128094,-0.9770629825815714,15.0,4.0,3.0,0.0,0.0,0.0,4.0,2.0,728.0,2
-0.043034225366945504,0.0,-0.16057394027408617,-0.6126439199247883,-0.022134733810565067,-0.13457995794082264,-0.14091331670132043,-0.0799789635518142,-0.1197128815572084,-0.031737739542631246,-0.03430782666040282,0.5260122693324893,-0.21038521418478523,-0.055471529189625925,-0.15117445710465455,-0.24070158002962713,-0.6048326189823673,-0.26211181660543803,0.5826697972771251,-1.0165935897520337,0.7943140960939827,0.35315864379585094,0.47221547143882164,0.9900495037128094,-0.9770629825815714,15.0,6.0,3.0,0.0,1.0,0.0,0.0,2.0,945.0,1
