0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,SettlementValue
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,0.6169069118197688,-0.8973294463009562,1.3838257500737425,0.99064449638537,1.021481179260031,15.0,4.0,0.0,1.0,0.0,4.0,5.0,1.0,520.0
-0.04340525538279843,0.0,-0.16073610492650547,0.07577004127031094,-0.02157176117435886,-0.13274523624959744,1.2419741691163397,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-1.0817985791873899,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,-0.9730395264618562,-0.21549897369999121,-0.44028216872433096,0.99064449638537,1.021481179260031,15.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,870.0
-0.04340525538279843,0.0,-0.16073610492650547,1.2375140410908103,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,0.3866413297145868,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,-1.751057542243585,1.0096290780190103,-0.08973594963873123,-0.21549897369999121,1.3838257500737425,0.99064449638537,-0.9789705579542913,11.0,6.0,2.0,1.0,2.0,1.0,5.0,0.0,2140.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,-0.7963788110972312,0.7504275291513759,-1.3523361281233677,0.99064449638537,1.021481179260031,17.0,3.0,0.0,2.0,0.0,4.0,2.0,0.0,520.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-1.0817985791873899,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,-1.0159976382251854,-0.08973594963873123,1.6595348259526628,-1.3523361281233677,0.99064449638537,1.021481179260031,15.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,260.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,0.08692476572589376,0.352693086800813,-1.3523361281233677,0.99064449638537,-0.9789705579542913,15.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,520.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.08702783596329902,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,2.2662693428041734,3.645950821821008e-17,1.2215789103152555,-0.26273365394902576,0.5838484340015517,1.0096290780190103,-0.7963788110972312,1.3186195896521802,-1.3523361281233677,-1.0094438556402079,-0.9789705579542913,15.0,5.0,2.0,1.0,2.0,0.0,5.0,0.0,1015.2
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,0.3866413297145868,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,0.033517091630325534,-0.26273365394902576,-1.751057542243585,1.0096290780190103,-0.08973594963873123,1.6027156199025823,1.3838257500737425,-1.0094438556402079,1.021481179260031,11.0,7.0,2.0,0.0,2.0,4.0,0.0,0.0,1032.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,1.089139000494561,0.9731249178146045,-0.26273365394902576,0.5838484340015517,-1.0159976382251854,0.6169069118197688,-1.4655215068017604,1.3838257500737425,0.99064449638537,1.021481179260031,15.0,5.0,0.0,1.0,1.0,5.0,2.0,0.0,808.2
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-1.0817985791873899,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,0.4084567530403984,-0.26273365394902576,0.5838484340015517,1.0096290780190103,1.6768712040075187,0.5799699110011347,1.3838257500737425,0.99064449638537,1.021481179260031,15.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,500.0
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,1.8339809271758196e-17,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,6.729365111155773,3.645950821821008e-17,0.9731249178146045,-0.26273365394902576,0.5838484340015517,1.0096290780190103,0.0,1.5458964138525018,-1.3523361281233677,-1.0094438556402079,-0.9789705579542913,10.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,836.5
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.48682723678745105,1.781450289581152,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.011656361551610957,3.883099694713726,-1.751057542243585,-1.0159976382251854,-0.6197180957326062,-0.1586797676499108,-0.44028216872433096,0.99064449638537,1.021481179260031,15.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,644.75
-0.04340525538279843,0.0,-0.16073610492650547,-0.6107150495327113,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,0.3866413297145868,3.169625922656941,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,1.8404552189077852,3.883099694713726,-1.751057542243585,-1.0159976382251854,-1.5030216725557313,0.12541626260049132,0.47177179067470587,0.99064449638537,-0.9789705579542913,15.0,6.0,0.0,1.0,0.0,5.0,5.0,0.0,1167.0
-0.04340525538279843,0.0,-0.16073610492650547,1.4460998956040363,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,1.8424020397271956,1.3060532677654764,-0.26273365394902576,0.5838484340015517,1.0096290780190103,-0.6197180957326062,1.6595348259526628,0.47177179067470587,-1.0094438556402079,-0.9789705579542913,15.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1144.5
-0.04340525538279843,0.0,-0.16073610492650547,0.40581095031022546,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,0.5258899417656363,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.24087312327314286,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,1.1468890579136437,1.432258001752341,0.47177179067470587,-1.0094438556402079,-0.9789705579542913,15.0,8.0,3.0,2.0,2.0,4.0,0.0,0.0,1665.0
-0.04340525538279843,0.0,-0.16073610492650547,0.07577004127031094,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,0.5258899417656363,-0.210279966571067,-0.05581125262194967,2.1267976000431856,-0.24087312327314286,1.5377930825888109,-0.26273365394902576,0.5838484340015517,1.0096290780190103,0.44024619645514373,-1.6359791249520017,-0.44028216872433096,0.99064449638537,1.021481179260031,11.0,8.0,2.0,0.0,2.0,5.0,0.0,2.0,1969.4
-0.04340525538279843,0.0,-0.16073610492650547,0.7754567684349298,-0.02157176117435886,-0.13274523624959744,-0.14008122509474766,-0.08084176658075704,-0.11894464124763893,-0.03203609178434775,-0.031503258228514845,-0.4235324131278831,-0.210279966571067,-0.05581125262194967,-0.15124086505294357,-0.1300387796258342,-0.8338132094628551,-0.26273365394902576,0.5838484340015517,1.0096290780190103,-0.26639666500335624,-1.4655215068017604,1.3838257500737425,0.99064449638537,-0.9789705579542913,15.0,4.0,3.0,1.0,0.0,1.0,4.0,1.0,1425.4
